,city,area,rooms,bathroom,parking spaces,floor,animal,furniture,hoa (R$),rent amount (R$),property tax (R$),fire insurance (R$),total (R$)
2421,Campinas,233.0,,1.0,1.0,-,acept,not furnished,0.0,2700.0,239.0,41.0,
2422,São Paulo,180.0,3.0,2.0,2.0,-,acept,not furnished,0.0,11000.0,150.0,166.0,11320.0
2423,Belo Horizonte,1020.0,5.0,4.0,6.0,-,acept,,0.0,6520.0,654.0,107.0,7281.0
2424,São Paulo,320.0,3.0,3.0,2.0,-,acept,not furnished,0.0,7200.0,600.0,109.0,7909.0
2425,São Paulo,116.0,,2.0,2.0,5,acept,not furnished,1884.0,3800.0,518.0,49.0,6251.0
2426,São Paulo,128.0,2.0,1.0,1.0,9,acept,,1200.0,8500.0,,,9817.0
2427,Campinas,42.0,2.0,1.0,1.0,4,acept,not furnished,191.0,1020.0,0.0,13.0,1224.0
2428,São Paulo,70.0,2.0,1.0,1.0,6,acept,not furnished,660.0,3800.0,45.0,49.0,4554.0
2429,São Paulo,320.0,3.0,4.0,4.0,7,,furnished,3440.0,15000.0,1659.0,,20290.0
2430,Campinas,77.0,2.0,2.0,,,acept,not furnished,725.0,1200.0,71.0,16.0,2012.0
2431,São Paulo,208.0,3.0,3.0,,4,acept,furnished,2490.0,15000.0,1200.0,191.0,18880.0
2432,São Paulo,115.0,3.0,3.0,,-,acept,not furnished,0.0,2400.0,71.0,37.0,2508.0
2433,Porto Alegre,60.0,2.0,,1.0,1,acept,furnished,,1300.0,25.0,,1744.0
2434,Porto Alegre,,1.0,1.0,0.0,,,not furnished,200.0,1045.0,,16.0,
2435,São Paulo,108.0,2.0,4.0,2.0,,acept,not furnished,1289.0,4500.0,522.0,58.0,6369.0
2436,São Paulo,64.0,,2.0,1.0,7,not acept,not furnished,1182.0,6950.0,276.0,89.0,8497.0
2437,,178.0,3.0,2.0,1.0,-,acept,furnished,0.0,3500.0,130.0,53.0,3683.0
2438,Porto Alegre,53.0,1.0,,0.0,2,acept,furnished,240.0,1480.0,42.0,22.0,1784.0
2439,,118.0,3.0,2.0,,,acept,not furnished,,1560.0,210.0,21.0,3125.0
2440,Campinas,,2.0,1.0,1.0,3,acept,not furnished,420.0,1250.0,,,1739.0
2441,Rio de Janeiro,180.0,3.0,3.0,2.0,6,acept,not furnished,2000.0,7000.0,475.0,91.0,9566.0
2442,Campinas,348.0,3.0,3.0,3.0,-,,not furnished,0.0,4850.0,400.0,73.0,5323.0
2443,São Paulo,150.0,3.0,3.0,1.0,3,not acept,not furnished,2229.0,4500.0,484.0,58.0,7271.0
2444,,45.0,1.0,1.0,0.0,6,acept,not furnished,350.0,650.0,28.0,10.0,1038.0
2445,,37.0,1.0,1.0,1.0,3,,furnished,,3300.0,13.0,42.0,3840.0
2446,São Paulo,,4.0,4.0,6.0,,,not furnished,0.0,5220.0,1542.0,79.0,6841.0
2447,Belo Horizonte,521.0,,2.0,3.0,-,acept,not furnished,0.0,10000.0,743.0,164.0,10910.0
2448,Campinas,147.0,,3.0,3.0,8,acept,not furnished,1600.0,4800.0,,61.0,
2449,Rio de Janeiro,130.0,3.0,2.0,1.0,8,acept,not furnished,1889.0,2610.0,,34.0,4983.0
2450,São Paulo,190.0,3.0,2.0,1.0,-,acept,not furnished,,3700.0,0.0,56.0,
2451,Rio de Janeiro,28.0,1.0,1.0,0.0,,acept,not furnished,1100.0,730.0,99.0,10.0,1939.0
2452,São Paulo,160.0,,3.0,3.0,-,,not furnished,1509.0,5850.0,528.0,88.0,7975.0
2453,Rio de Janeiro,310.0,3.0,2.0,0.0,5,acept,not furnished,2500.0,,595.0,68.0,8363.0
2454,São Paulo,530.0,,5.0,6.0,-,not acept,not furnished,0.0,13000.0,0.0,196.0,13200.0
2455,São Paulo,59.0,2.0,1.0,1.0,9,acept,furnished,801.0,1200.0,,16.0,2017.0
2456,São Paulo,800.0,5.0,4.0,8.0,-,acept,not furnished,0.0,14200.0,2250.0,214.0,16660.0
2457,São Paulo,77.0,2.0,1.0,0.0,3,acept,not furnished,590.0,2050.0,7.0,,2673.0
2458,São Paulo,160.0,3.0,2.0,1.0,6,acept,not furnished,1500.0,4300.0,500.0,55.0,6355.0
2459,São Paulo,47.0,1.0,1.0,1.0,15,acept,not furnished,530.0,1800.0,0.0,23.0,2353.0
2460,Belo Horizonte,52.0,,1.0,1.0,1,,not furnished,160.0,1000.0,0.0,14.0,1174.0
2461,São Paulo,60.0,1.0,,1.0,2,acept,not furnished,1155.0,4000.0,112.0,51.0,5318.0
2462,Rio de Janeiro,,3.0,3.0,2.0,9,acept,,,3000.0,500.0,39.0,4289.0
2463,Belo Horizonte,55.0,2.0,,0.0,2,not acept,,0.0,850.0,50.0,12.0,912.0
2464,Campinas,110.0,,3.0,2.0,-,acept,not furnished,560.0,3200.0,88.0,49.0,3897.0
2465,Porto Alegre,145.0,3.0,4.0,0.0,2,acept,furnished,250.0,2950.0,75.0,44.0,3319.0
2466,São Paulo,88.0,2.0,,2.0,8,acept,not furnished,,2300.0,379.0,30.0,3549.0
2467,São Paulo,49.0,2.0,1.0,1.0,11,acept,not furnished,350.0,2000.0,3.0,26.0,2379.0
2468,São Paulo,26.0,1.0,1.0,0.0,4,acept,,550.0,3500.0,80.0,45.0,4175.0
2469,São Paulo,36.0,1.0,1.0,0.0,6,acept,not furnished,300.0,1600.0,60.0,21.0,1981.0
2470,São Paulo,150.0,3.0,2.0,5.0,-,acept,,0.0,2100.0,260.0,32.0,2392.0
2471,São Paulo,77.0,1.0,1.0,1.0,8,not acept,not furnished,,5700.0,0.0,73.0,
2472,,60.0,1.0,1.0,2.0,-,acept,,0.0,1610.0,50.0,,1685.0
2473,Rio de Janeiro,58.0,2.0,2.0,1.0,1,acept,not furnished,761.0,1190.0,105.0,16.0,2072.0
2474,,145.0,4.0,4.0,3.0,14,acept,not furnished,1663.0,4500.0,584.0,58.0,6805.0
2475,São Paulo,408.0,,6.0,3.0,20,acept,not furnished,2800.0,15000.0,1667.0,,19660.0
2476,São Paulo,50.0,1.0,1.0,0.0,-,acept,not furnished,0.0,800.0,18.0,13.0,831.0
2477,São Paulo,85.0,,2.0,2.0,12,acept,,900.0,,116.0,42.0,
2478,Belo Horizonte,210.0,3.0,3.0,3.0,1,acept,not furnished,400.0,4200.0,242.0,56.0,4898.0
2479,Belo Horizonte,100.0,3.0,1.0,2.0,3,acept,not furnished,200.0,1646.0,73.0,22.0,1941.0
2480,Porto Alegre,68.0,2.0,,1.0,6,not acept,furnished,480.0,1900.0,78.0,,2486.0
2481,Campinas,42.0,1.0,1.0,1.0,16,not acept,not furnished,472.0,2000.0,,26.0,2573.0
2482,Campinas,,3.0,1.0,0.0,15,acept,not furnished,725.0,1300.0,,,2147.0
2483,São Paulo,40.0,1.0,1.0,0.0,1,acept,not furnished,,,84.0,13.0,1287.0
2484,São Paulo,50.0,2.0,1.0,1.0,4,acept,,540.0,1850.0,,24.0,2547.0
2485,Porto Alegre,85.0,2.0,2.0,0.0,7,acept,furnished,660.0,2520.0,113.0,37.0,3330.0
2486,,55.0,1.0,1.0,1.0,3,acept,furnished,550.0,1910.0,110.0,28.0,2598.0
2487,São Paulo,127.0,2.0,2.0,2.0,5,acept,,1550.0,,361.0,70.0,7481.0
2488,São Paulo,172.0,,5.0,3.0,-,acept,not furnished,0.0,5800.0,607.0,88.0,6495.0
2489,Porto Alegre,75.0,2.0,1.0,2.0,2,acept,not furnished,380.0,1200.0,55.0,18.0,1653.0
2490,São Paulo,50.0,1.0,1.0,1.0,6,not acept,not furnished,500.0,3000.0,123.0,39.0,3662.0
2491,Campinas,120.0,4.0,2.0,5.0,-,acept,not furnished,0.0,4200.0,0.0,,4264.0
2492,São Paulo,,3.0,2.0,2.0,15,acept,not furnished,720.0,3490.0,167.0,45.0,4422.0
2493,Belo Horizonte,300.0,5.0,3.0,6.0,-,acept,not furnished,0.0,5200.0,334.0,86.0,5620.0
2494,Rio de Janeiro,44.0,1.0,1.0,0.0,1,acept,furnished,360.0,1600.0,0.0,,1981.0
2495,Porto Alegre,563.0,3.0,6.0,4.0,12,acept,not furnished,5200.0,15000.0,1250.0,220.0,21670.0
2496,Rio de Janeiro,65.0,,2.0,0.0,2,not acept,not furnished,150.0,1700.0,84.0,,1956.0
2497,Rio de Janeiro,170.0,2.0,,1.0,9,acept,not furnished,884.0,2940.0,80.0,38.0,3942.0
2498,Belo Horizonte,22.0,1.0,1.0,1.0,1,not acept,furnished,0.0,1500.0,0.0,20.0,1520.0
2499,Belo Horizonte,410.0,4.0,4.0,4.0,,acept,furnished,0.0,4900.0,466.0,81.0,5447.0
2500,Rio de Janeiro,60.0,2.0,1.0,1.0,2,acept,not furnished,561.0,1400.0,41.0,19.0,2021.0
2501,São Paulo,47.0,1.0,1.0,0.0,,acept,not furnished,890.0,2700.0,178.0,35.0,3803.0
2502,São Paulo,72.0,2.0,2.0,0.0,,acept,not furnished,820.0,1500.0,,20.0,
2503,Belo Horizonte,157.0,4.0,3.0,,3,acept,furnished,1717.0,9000.0,108.0,120.0,10950.0
2504,São Paulo,280.0,3.0,4.0,2.0,-,,not furnished,0.0,7000.0,584.0,106.0,7690.0
2505,Rio de Janeiro,68.0,3.0,2.0,1.0,14,acept,not furnished,830.0,1050.0,82.0,14.0,1976.0
2506,Campinas,56.0,1.0,1.0,0.0,3,not acept,not furnished,428.0,560.0,,9.0,1014.0
2507,São Paulo,140.0,2.0,4.0,,11,acept,,2200.0,8900.0,300.0,113.0,11510.0
2508,Campinas,50.0,2.0,1.0,0.0,2,not acept,not furnished,,830.0,55.0,11.0,1282.0
2509,Campinas,40.0,2.0,1.0,1.0,,acept,not furnished,320.0,,70.0,,1606.0
2510,São Paulo,260.0,3.0,4.0,4.0,4,,furnished,5000.0,12000.0,0.0,153.0,17150.0
2511,São Paulo,700.0,6.0,8.0,8.0,-,acept,furnished,0.0,,1020.0,211.0,15230.0
2512,São Paulo,130.0,2.0,1.0,0.0,-,acept,furnished,0.0,1900.0,292.0,29.0,
2513,São Paulo,215.0,3.0,2.0,0.0,4,not acept,not furnished,1054.0,4000.0,229.0,51.0,5334.0
2514,Rio de Janeiro,300.0,4.0,3.0,2.0,1,,not furnished,2500.0,4500.0,796.0,58.0,7854.0
2515,São Paulo,250.0,4.0,5.0,4.0,1,acept,not furnished,4200.0,12000.0,1667.0,153.0,18020.0
2516,Rio de Janeiro,80.0,2.0,2.0,1.0,7,acept,furnished,1180.0,5435.0,207.0,71.0,6893.0
2517,Porto Alegre,54.0,2.0,1.0,0.0,13,acept,furnished,460.0,,41.0,,1719.0
2518,Campinas,,1.0,2.0,1.0,12,not acept,,660.0,650.0,0.0,9.0,1319.0
2519,São Paulo,130.0,,2.0,1.0,,not acept,not furnished,1500.0,4500.0,0.0,58.0,
2520,,48.0,1.0,1.0,2.0,15,not acept,furnished,2121.0,6800.0,400.0,87.0,9408.0
2521,Porto Alegre,318.0,4.0,,0.0,-,acept,not furnished,0.0,19000.0,384.0,338.0,19720.0
2522,São Paulo,77.0,,2.0,1.0,29,acept,furnished,750.0,7740.0,209.0,99.0,8798.0
2523,São Paulo,42.0,,1.0,1.0,14,acept,furnished,1202.0,2650.0,243.0,34.0,4129.0
2524,Rio de Janeiro,74.0,3.0,1.0,0.0,-,acept,not furnished,0.0,1600.0,40.0,25.0,1665.0
2525,São Paulo,452.0,,6.0,4.0,13,acept,not furnished,,9980.0,2500.0,127.0,15640.0
2526,,41.0,1.0,2.0,1.0,6,acept,not furnished,400.0,2400.0,67.0,36.0,2903.0
2527,São Paulo,90.0,2.0,2.0,2.0,1,acept,not furnished,1200.0,1917.0,275.0,25.0,3417.0
2528,Rio de Janeiro,145.0,1.0,,1.0,5,not acept,furnished,1200.0,8000.0,537.0,,9841.0
2529,São Paulo,70.0,1.0,2.0,0.0,2,acept,not furnished,450.0,2035.0,111.0,26.0,2622.0
2530,São Paulo,,3.0,4.0,5.0,-,acept,not furnished,0.0,3300.0,,50.0,3616.0
2531,São Paulo,,2.0,1.0,0.0,12,acept,,470.0,1300.0,50.0,,1837.0
2532,São Paulo,300.0,,4.0,3.0,-,,not furnished,0.0,10000.0,767.0,151.0,10920.0
2533,São Paulo,270.0,3.0,3.0,1.0,-,acept,furnished,,6500.0,23.0,98.0,6621.0
2534,São Paulo,63.0,1.0,1.0,1.0,3,acept,,298.0,650.0,0.0,9.0,957.0
2535,São Paulo,140.0,2.0,3.0,1.0,3,acept,furnished,,5000.0,250.0,,6620.0
2536,São Paulo,,5.0,4.0,3.0,-,not acept,not furnished,0.0,8000.0,425.0,121.0,8546.0
2537,São Paulo,90.0,3.0,2.0,2.0,5,acept,not furnished,1478.0,2500.0,355.0,32.0,4365.0
2538,São Paulo,62.0,2.0,2.0,1.0,2,,,,3200.0,129.0,41.0,4103.0
2539,São Paulo,55.0,1.0,1.0,0.0,1,not acept,not furnished,140.0,770.0,0.0,10.0,
2540,Belo Horizonte,170.0,3.0,2.0,3.0,-,acept,not furnished,0.0,4000.0,180.0,66.0,4246.0
2541,,75.0,3.0,2.0,1.0,1,acept,not furnished,290.0,,90.0,,1495.0
2542,São Paulo,150.0,3.0,4.0,3.0,10,,not furnished,1700.0,2490.0,375.0,32.0,4597.0
2543,,270.0,4.0,4.0,2.0,-,,not furnished,0.0,7000.0,200.0,125.0,7325.0
2544,Porto Alegre,55.0,2.0,1.0,0.0,1,,not furnished,185.0,1500.0,27.0,22.0,1734.0
2545,Rio de Janeiro,38.0,1.0,1.0,0.0,4,not acept,not furnished,457.0,1050.0,0.0,14.0,1521.0
2546,Porto Alegre,87.0,2.0,2.0,1.0,2,acept,not furnished,580.0,1970.0,117.0,29.0,2696.0
2547,Belo Horizonte,26.0,,1.0,1.0,1,acept,,60.0,750.0,67.0,10.0,887.0
2548,Belo Horizonte,384.0,,,6.0,-,not acept,not furnished,0.0,5000.0,,82.0,5517.0
2549,Belo Horizonte,62.0,2.0,1.0,,,acept,not furnished,100.0,1050.0,84.0,14.0,1248.0
2550,São Paulo,70.0,2.0,1.0,1.0,6,acept,not furnished,900.0,1750.0,50.0,23.0,2723.0
2551,Porto Alegre,48.0,1.0,1.0,1.0,8,acept,,1580.0,1288.0,0.0,,2887.0
2552,São Paulo,396.0,4.0,4.0,4.0,-,acept,not furnished,0.0,10000.0,750.0,151.0,10900.0
2553,Rio de Janeiro,480.0,3.0,4.0,1.0,3,acept,,5200.0,7000.0,,91.0,13490.0
2554,Belo Horizonte,230.0,4.0,4.0,3.0,3,acept,not furnished,,6300.0,431.0,84.0,8515.0
2555,Rio de Janeiro,60.0,1.0,1.0,0.0,5,acept,not furnished,,2210.0,84.0,29.0,2973.0
2556,Rio de Janeiro,80.0,2.0,2.0,2.0,2,acept,not furnished,1088.0,1900.0,420.0,25.0,3433.0
2557,Rio de Janeiro,150.0,4.0,3.0,3.0,5,acept,not furnished,1609.0,7500.0,525.0,97.0,9731.0
2558,Belo Horizonte,85.0,3.0,,0.0,2,not acept,not furnished,150.0,,150.0,15.0,1415.0
2559,,,1.0,1.0,0.0,14,acept,not furnished,304.0,2200.0,60.0,28.0,
2560,Porto Alegre,105.0,3.0,3.0,0.0,3,acept,not furnished,,2125.0,,32.0,3108.0
2561,São Paulo,144.0,4.0,,2.0,6,acept,not furnished,1820.0,4800.0,667.0,61.0,7348.0
2562,Belo Horizonte,80.0,3.0,2.0,,301,acept,not furnished,750.0,,164.0,35.0,3549.0
2563,São Paulo,100.0,1.0,1.0,0.0,-,acept,not furnished,0.0,1530.0,84.0,23.0,1637.0
2564,Belo Horizonte,649.0,5.0,,6.0,-,acept,furnished,0.0,15000.0,1065.0,246.0,16310.0
2565,Porto Alegre,55.0,,1.0,1.0,2,acept,,,850.0,30.0,13.0,1193.0
2566,Porto Alegre,68.0,2.0,2.0,1.0,2,acept,not furnished,400.0,1800.0,82.0,27.0,2309.0
2567,São Paulo,265.0,3.0,,0.0,-,acept,,0.0,8500.0,475.0,128.0,9103.0
2568,São Paulo,96.0,2.0,1.0,0.0,9,acept,furnished,,4387.0,3.0,56.0,5386.0
2569,Belo Horizonte,241.0,5.0,4.0,3.0,-,acept,not furnished,0.0,5200.0,310.0,86.0,
2570,Rio de Janeiro,65.0,2.0,1.0,,,acept,not furnished,610.0,900.0,88.0,12.0,1610.0
2571,Campinas,71.0,,1.0,1.0,3,acept,,670.0,1130.0,114.0,15.0,1929.0
2572,,90.0,1.0,1.0,0.0,1,not acept,not furnished,200.0,1550.0,167.0,20.0,1937.0
2573,São Paulo,90.0,,2.0,0.0,9,acept,not furnished,900.0,2100.0,84.0,27.0,3111.0
2574,Campinas,,1.0,1.0,1.0,9,acept,not furnished,460.0,1020.0,,13.0,1535.0
2575,Porto Alegre,109.0,3.0,1.0,1.0,5,acept,not furnished,500.0,1400.0,42.0,,1963.0
2576,Rio de Janeiro,260.0,4.0,1.0,2.0,,acept,furnished,3800.0,15000.0,1167.0,194.0,20160.0
2577,São Paulo,154.0,3.0,3.0,2.0,12,acept,furnished,1042.0,2000.0,0.0,26.0,3068.0
2578,Belo Horizonte,,1.0,1.0,,-,,not furnished,0.0,1020.0,,17.0,
2579,São Paulo,49.0,2.0,2.0,1.0,8,acept,not furnished,632.0,2400.0,55.0,31.0,3118.0
2580,São Paulo,56.0,1.0,1.0,0.0,2,acept,furnished,0.0,8000.0,280.0,,8382.0
2581,Campinas,67.0,2.0,1.0,1.0,2,acept,not furnished,,1230.0,42.0,16.0,1788.0
2582,São Paulo,,4.0,4.0,0.0,9,acept,,1300.0,,787.0,41.0,5303.0
2583,Porto Alegre,118.0,3.0,2.0,1.0,3,acept,not furnished,,1800.0,50.0,27.0,2177.0
2584,Belo Horizonte,47.0,2.0,1.0,1.0,6,acept,not furnished,350.0,1480.0,75.0,20.0,1925.0
2585,São Paulo,132.0,3.0,4.0,3.0,2,not acept,not furnished,2137.0,2980.0,520.0,38.0,5675.0
2586,Porto Alegre,,1.0,1.0,0.0,20,acept,not furnished,280.0,755.0,27.0,12.0,1074.0
2587,Campinas,60.0,3.0,2.0,1.0,,not acept,not furnished,340.0,1700.0,120.0,22.0,2182.0
2588,São Paulo,250.0,4.0,5.0,,14,acept,not furnished,3392.0,7880.0,1566.0,100.0,12940.0
2589,,400.0,3.0,4.0,5.0,-,acept,furnished,0.0,8500.0,309.0,,8961.0
2590,Rio de Janeiro,28.0,1.0,1.0,0.0,4,acept,furnished,484.0,2200.0,0.0,29.0,2713.0
2591,São Paulo,300.0,3.0,4.0,2.0,9,acept,furnished,2000.0,14000.0,1084.0,,17260.0
2592,,78.0,2.0,1.0,2.0,,acept,furnished,0.0,5900.0,0.0,75.0,5975.0
2593,São Paulo,56.0,2.0,1.0,0.0,3,,not furnished,250.0,1800.0,41.0,23.0,2114.0
2594,São Paulo,,2.0,2.0,0.0,4,acept,furnished,1356.0,3360.0,248.0,43.0,5007.0
2595,São Paulo,65.0,2.0,2.0,1.0,7,acept,not furnished,630.0,1800.0,,23.0,
2596,Belo Horizonte,59.0,3.0,1.0,,1,acept,not furnished,100.0,1018.0,63.0,14.0,1195.0
2597,São Paulo,20.0,1.0,1.0,0.0,1,acept,,602.0,1800.0,130.0,23.0,2555.0
2598,São Paulo,65.0,3.0,1.0,1.0,11,acept,not furnished,510.0,,0.0,23.0,2333.0
2599,São Paulo,235.0,4.0,4.0,4.0,5,acept,furnished,3330.0,14900.0,1417.0,189.0,19840.0
2600,São Paulo,137.0,2.0,3.0,,1,acept,,2800.0,14000.0,542.0,178.0,17520.0
2601,Belo Horizonte,28.0,,1.0,,,not acept,furnished,550.0,,0.0,,
2602,,50.0,1.0,,1.0,,not acept,not furnished,0.0,1500.0,80.0,23.0,1603.0
2603,São Paulo,120.0,3.0,1.0,4.0,-,acept,not furnished,0.0,,234.0,53.0,3787.0
2604,São Paulo,80.0,2.0,1.0,0.0,-,,not furnished,0.0,,125.0,24.0,1725.0
2605,Rio de Janeiro,82.0,3.0,1.0,0.0,3,not acept,furnished,460.0,,50.0,35.0,3245.0
2606,São Paulo,,3.0,,1.0,-,acept,not furnished,0.0,4700.0,0.0,71.0,4771.0
2607,São Paulo,51.0,1.0,1.0,0.0,1,acept,furnished,785.0,2350.0,,30.0,
2608,São Paulo,56.0,2.0,1.0,0.0,-,acept,not furnished,200.0,,0.0,,
2609,São Paulo,170.0,3.0,4.0,0.0,14,acept,furnished,2200.0,4000.0,800.0,,7051.0
2610,São Paulo,300.0,4.0,5.0,4.0,19,acept,,3150.0,3800.0,1630.0,49.0,8629.0
2611,São Paulo,60.0,2.0,1.0,1.0,11,acept,furnished,,3400.0,23.0,44.0,3967.0
2612,Rio de Janeiro,50.0,1.0,1.0,1.0,2,acept,not furnished,470.0,990.0,19.0,13.0,1492.0
2613,São Paulo,250.0,5.0,6.0,2.0,-,acept,not furnished,0.0,9000.0,717.0,136.0,9853.0
2614,Rio de Janeiro,80.0,2.0,,2.0,12,acept,not furnished,900.0,935.0,100.0,13.0,1948.0
2615,São Paulo,20.0,1.0,1.0,0.0,-,acept,furnished,602.0,,130.0,23.0,2555.0
2616,Rio de Janeiro,110.0,2.0,1.0,1.0,6,not acept,not furnished,1200.0,3800.0,250.0,49.0,5299.0
2617,Belo Horizonte,430.0,4.0,5.0,3.0,,,not furnished,0.0,6000.0,,99.0,6099.0
2618,Belo Horizonte,144.0,4.0,3.0,3.0,14,not acept,furnished,1050.0,4500.0,390.0,60.0,6000.0
2619,São Paulo,80.0,2.0,1.0,1.0,1,acept,not furnished,875.0,24000.0,0.0,,25180.0
2620,,30.0,1.0,1.0,0.0,5,acept,not furnished,280.0,580.0,12.0,8.0,880.0
2621,,163.0,,3.0,,18,acept,furnished,1464.0,8000.0,470.0,102.0,10040.0
2622,Belo Horizonte,80.0,2.0,2.0,2.0,9,acept,not furnished,,2600.0,113.0,35.0,
2623,São Paulo,300.0,,4.0,7.0,-,acept,not furnished,0.0,15000.0,2292.0,226.0,17520.0
2624,Belo Horizonte,544.0,4.0,3.0,7.0,-,acept,not furnished,0.0,3200.0,,53.0,3503.0
2625,Belo Horizonte,95.0,3.0,2.0,2.0,4,not acept,not furnished,666.0,1800.0,134.0,24.0,2624.0
2626,Porto Alegre,65.0,,,0.0,1,acept,not furnished,355.0,1030.0,24.0,16.0,1425.0
2627,,305.0,4.0,,5.0,26,acept,not furnished,5071.0,,2241.0,187.0,21500.0
2628,Belo Horizonte,103.0,2.0,2.0,2.0,,not acept,not furnished,400.0,1200.0,100.0,16.0,1716.0
2629,,135.0,3.0,2.0,2.0,3,acept,,1650.0,2300.0,775.0,30.0,4755.0
2630,São Paulo,200.0,3.0,4.0,2.0,13,acept,not furnished,1900.0,7000.0,677.0,89.0,
2631,Rio de Janeiro,47.0,,2.0,1.0,12,,not furnished,500.0,1000.0,40.0,13.0,1553.0
2632,,35.0,,1.0,0.0,3,,not furnished,,700.0,80.0,10.0,
2633,Campinas,44.0,2.0,1.0,1.0,2,acept,not furnished,244.0,1000.0,0.0,13.0,1257.0
2634,,82.0,2.0,1.0,1.0,5,,not furnished,860.0,3400.0,0.0,44.0,4304.0
2635,São Paulo,50.0,1.0,1.0,1.0,-,,not furnished,0.0,900.0,21.0,14.0,935.0
2636,Belo Horizonte,360.0,4.0,3.0,3.0,-,acept,not furnished,,3300.0,171.0,55.0,3526.0
2637,Porto Alegre,95.0,3.0,2.0,2.0,2,acept,not furnished,350.0,2500.0,71.0,37.0,2958.0
2638,São Paulo,83.0,2.0,3.0,2.0,8,acept,not furnished,1555.0,3200.0,,41.0,5531.0
2639,São Paulo,60.0,,1.0,1.0,6,acept,not furnished,683.0,2100.0,,27.0,2810.0
2640,São Paulo,,,2.0,1.0,9,acept,not furnished,1766.0,5800.0,279.0,74.0,
2641,São Paulo,150.0,3.0,4.0,4.0,14,acept,not furnished,1076.0,7925.0,651.0,101.0,9753.0
2642,Campinas,450.0,5.0,4.0,8.0,-,,not furnished,0.0,3460.0,400.0,,3913.0
2643,Porto Alegre,,2.0,1.0,1.0,4,acept,not furnished,350.0,1000.0,47.0,15.0,1412.0
2644,São Paulo,380.0,4.0,2.0,4.0,-,acept,not furnished,0.0,,700.0,70.0,5370.0
2645,Belo Horizonte,430.0,4.0,5.0,3.0,7,acept,,1945.0,8000.0,528.0,107.0,10580.0
2646,Porto Alegre,280.0,3.0,5.0,2.0,3,acept,furnished,729.0,5280.0,500.0,78.0,
2647,Belo Horizonte,580.0,5.0,6.0,5.0,-,not acept,not furnished,0.0,15000.0,1153.0,,16400.0
2648,Porto Alegre,98.0,2.0,,0.0,2,acept,not furnished,310.0,1100.0,38.0,17.0,1465.0
2649,São Paulo,40.0,1.0,1.0,1.0,2,not acept,not furnished,225.0,1080.0,65.0,14.0,1384.0
2650,Rio de Janeiro,50.0,2.0,1.0,1.0,2,not acept,,328.0,2300.0,0.0,30.0,2658.0
2651,São Paulo,40.0,1.0,,1.0,,acept,furnished,1233.0,4065.0,202.0,52.0,5552.0
2652,Rio de Janeiro,75.0,4.0,,1.0,9,not acept,furnished,700.0,4500.0,0.0,58.0,5258.0
2653,Rio de Janeiro,72.0,1.0,1.0,1.0,1,acept,not furnished,957.0,3500.0,239.0,46.0,4742.0
2654,São Paulo,429.0,5.0,4.0,6.0,,acept,not furnished,0.0,12750.0,2312.0,192.0,15250.0
2655,São Paulo,380.0,4.0,2.0,0.0,,acept,not furnished,0.0,8000.0,0.0,,
2656,Belo Horizonte,72.0,3.0,1.0,,3,not acept,not furnished,300.0,900.0,86.0,12.0,1298.0
2657,São Paulo,114.0,3.0,3.0,0.0,-,acept,not furnished,150.0,2600.0,171.0,,2961.0
2658,São Paulo,100.0,3.0,2.0,4.0,-,acept,not furnished,0.0,3880.0,255.0,59.0,4194.0
2659,São Paulo,120.0,4.0,2.0,2.0,,acept,not furnished,1630.0,4000.0,464.0,,6145.0
2660,,100.0,,3.0,,6,acept,not furnished,1250.0,5500.0,250.0,70.0,7070.0
2661,Porto Alegre,170.0,2.0,3.0,2.0,-,acept,not furnished,,6500.0,292.0,116.0,6908.0
2662,São Paulo,62.0,1.0,2.0,1.0,4,acept,furnished,2400.0,12000.0,350.0,153.0,
2663,,62.0,,2.0,1.0,5,acept,not furnished,510.0,2500.0,158.0,32.0,3200.0
2664,São Paulo,94.0,2.0,3.0,,18,not acept,not furnished,1600.0,4400.0,325.0,56.0,6381.0
2665,Rio de Janeiro,144.0,3.0,2.0,1.0,,,furnished,1500.0,8200.0,622.0,106.0,10430.0
2666,Campinas,68.0,2.0,1.0,2.0,1,acept,not furnished,520.0,1200.0,,16.0,1810.0
2667,Porto Alegre,42.0,1.0,1.0,0.0,5,not acept,furnished,290.0,,66.0,33.0,2589.0
2668,Porto Alegre,84.0,3.0,1.0,0.0,3,acept,,70.0,,44.0,22.0,1596.0
2669,São Paulo,165.0,3.0,4.0,4.0,15,acept,not furnished,2000.0,10000.0,799.0,127.0,12930.0
2670,São Paulo,50.0,2.0,1.0,1.0,9,,not furnished,390.0,1072.0,0.0,14.0,1476.0
2671,Porto Alegre,65.0,2.0,,1.0,3,not acept,furnished,400.0,1750.0,100.0,26.0,2276.0
2672,Campinas,52.0,1.0,,1.0,8,not acept,furnished,1000.0,,50.0,30.0,3380.0
2673,São Paulo,136.0,,,2.0,12,acept,not furnished,738.0,3400.0,115.0,44.0,4297.0
2674,Belo Horizonte,75.0,2.0,1.0,1.0,3,not acept,not furnished,200.0,1100.0,62.0,15.0,1377.0
2675,São Paulo,212.0,3.0,5.0,3.0,7,,not furnished,2300.0,,1084.0,89.0,10470.0
2676,,70.0,2.0,1.0,1.0,1,acept,not furnished,,1400.0,52.0,18.0,2050.0
2677,São Paulo,57.0,2.0,1.0,1.0,5,acept,furnished,550.0,2300.0,63.0,30.0,
